Trying 192.168.6.143...
Connected to 192.168.6.143.
Escape character is '^]'.
Welcome to OpenCoffee82947079, 153007415, 95, 54.250002, 1.000000, 0.090000, 0.000000, 1.040000
82949079, 153009415, 95, 54.000001, 1.000000, 0.090000, 0.000000, 1.040000
82951080, 153011416, 95, 54.000001, 1.000000, 0.090000, 0.000000, 1.040000
82953082, 153013418, 95, 54.250002, 1.000000, 0.090000, 0.000000, 1.040000
82955083, 153015419, 95, 54.250002, 1.000000, 0.090000, 0.000000, 1.040000
82957083, 153017419, 95, 54.250002, 1.000000, 0.090000, 0.000000, 1.040000
82959084, 153019420, 95, 54.250002, 1.000000, 0.090000, 0.000000, 1.040000
82961086, 153021422, 95, 54.250002, 1.000000, 0.090000, 0.000000, 1.040000
82963086, 153023422, 95, 53.750000, 1.000000, 0.090000, 0.000000, 1.040000
82965107, 153025443, 95, 54.250002, 1.000000, 0.090000, 0.000000, 1.040000
82967109, 153027445, 95, 53.750000, 1.000000, 0.090000, 0.000000, 1.040000
82969109, 153029445, 95, 54.000001, 1.000000, 0.090000, 0.000000, 1.040000
82971111, 153031447, 95, 54.000001, 1.000000, 0.090000, 0.000000, 1.040000
82973111, 153033447, 95, 53.750000, 1.000000, 0.090000, 0.000000, 1.040000
82975113, 153035449, 95, 54.000001, 1.000000, 0.090000, 0.000000, 1.040000
82977114, 153037450, 95, 54.000001, 1.000000, 0.090000, 0.000000, 1.040000
82979114, 153039450, 95, 53.250003, 1.000000, 0.090000, 0.000000, 1.040000
82981116, 153041452, 95, 52.750001, 1.000000, 0.090000, 0.000000, 1.040000
82983117, 153043453, 95, 52.249999, 1.000000, 0.090000, 0.000000, 1.040000
82985118, 153045454, 95, 51.250000, 1.000000, 0.090000, 0.000000, 1.040000
82987119, 153047455, 95, 50.250001, 1.000000, 0.090000, 0.000000, 1.040000
82989120, 153049456, 95, 50.000000, 1.000000, 0.090000, 0.000000, 1.040000
82991120, 153051456, 95, 50.000000, 1.000000, 0.090000, 0.000000, 1.040000
82993132, 153053468, 95, 49.500003, 1.000000, 0.090000, 0.000000, 1.040000
82995133, 153055469, 95, 50.000000, 1.000000, 0.090000, 0.000000, 1.040000
82997134, 153057470, 95, 50.500002, 1.000000, 0.090000, 0.000000, 1.040000
82999134, 153059470, 95, 51.250000, 1.000000, 0.090000, 0.000000, 1.040000
83001135, 153061471, 95, 51.750002, 1.000000, 0.090000, 0.000000, 1.040000
83003136, 153063472, 95, 52.249999, 1.000000, 0.090000, 0.000000, 1.040000
83005137, 153065473, 95, 53.000002, 1.000000, 0.090000, 0.000000, 1.040000
83007139, 153067475, 95, 53.750000, 1.000000, 0.090000, 0.000000, 1.040000
83009139, 153069475, 95, 53.750000, 1.000000, 0.090000, 0.000000, 1.040000
83011141, 153071477, 95, 55.250001, 1.000000, 0.090000, 0.000000, 1.040000
83013142, 153073478, 95, 55.750003, 1.000000, 0.090000, 0.000000, 1.040000
83015142, 153075478, 95, 56.500001, 1.000000, 0.090000, 0.000000, 1.040000
83017144, 153077480, 95, 56.750002, 1.000000, 0.090000, 0.000000, 1.040000
83019144, 153079480, 95, 57.750001, 1.000000, 0.090000, 0.000000, 1.040000
83021163, 153081499, 95, 58.750000, 1.000000, 0.090000, 0.000000, 1.040000
83023164, 153083500, 95, 60.000000, 1.000000, 0.090000, 0.000000, 1.040000
83025165, 153085501, 95, 60.750003, 1.000000, 0.090000, 0.000000, 1.040000
83027165, 153087501, 95, 61.500001, 1.000000, 0.090000, 0.000000, 1.040000
83029166, 153089502, 95, 62.000003, 1.000000, 0.090000, 0.000000, 1.040000
83031167, 153091503, 95, 63.000002, 1.000000, 0.090000, 0.000000, 1.040000
83033168, 153093504, 95, 64.000001, 1.000000, 0.090000, 0.000000, 1.040000
83035163, 153095499, 95, 64.749999, 1.000000, 0.090000, 0.000000, 1.040000
83037172, 153097508, 95, 65.999999, 1.000000, 0.090000, 0.000000, 1.040000
83039174, 153099510, 95, 66.250000, 1.000000, 0.090000, 0.000000, 1.040000
83041174, 153101510, 95, 67.500000, 1.000000, 0.090000, 0.000000, 1.040000
83043176, 153103512, 95, 68.499999, 1.000000, 0.090000, 0.000000, 1.040000
83045176, 153105512, 95, 69.000001, 1.000000, 0.090000, 0.000000, 1.040000
83047177, 153107513, 95, 70.250001, 1.000000, 0.090000, 0.000000, 1.040000
83049188, 153109524, 95, 70.999999, 1.000000, 0.090000, 0.000000, 1.040000
83051188, 153111524, 95, 71.750002, 1.000000, 0.090000, 0.000000, 1.040000
83053189, 153113525, 95, 72.750001, 1.000000, 0.090000, 0.000000, 1.040000
83055190, 153115526, 95, 73.499999, 1.000000, 0.090000, 0.000000, 1.040000
83057191, 153117527, 95, 74.500003, 1.000000, 0.090000, 0.000000, 1.040000
83059192, 153119528, 95, 75.000000, 1.000000, 0.090000, 0.000000, 1.040000
83061193, 153121529, 95, 75.750003, 1.000000, 0.090000, 0.000000, 1.040000
83063194, 153123530, 95, 76.250000, 1.000000, 0.090000, 0.000000, 1.040000
83065195, 153125531, 95, 77.750001, 1.000000, 0.090000, 0.000000, 1.040000
83067196, 153127532, 95, 78.250003, 1.000000, 0.090000, 0.000000, 1.040000
83069197, 153129533, 95, 79.000001, 1.000000, 0.090000, 0.000000, 1.040000
83071198, 153131534, 95, 80.000000, 1.000000, 0.090000, 0.000000, 1.040000
83073199, 153133535, 95, 81.000004, 1.000000, 0.090000, 0.000000, 1.040000
83075200, 153135536, 95, 81.999998, 1.000000, 0.090000, 0.000000, 1.040000
83077220, 153137556, 95, 82.750006, 1.000000, 0.090000, 0.000000, 1.040000
83079221, 153139557, 95, 83.750000, 1.000000, 0.090000, 0.000000, 1.040000
83081221, 153141557, 95, 84.250002, 1.000000, 0.090000, 0.000000, 1.040000
83083222, 153143558, 95, 85.250006, 1.000000, 0.090000, 0.000000, 1.040000
83085224, 153145560, 95, 86.250000, 1.000000, 0.090000, 0.000000, 1.040000
