Trying 192.168.6.143...
Connected to 192.168.6.143.
Escape character is '^]'.
Welcome to OpenCoffee46250, 109, 20.500000, 1.000000, 0.080000, 0.000000, 1.000000
46252, 109, 20.750000, 1.000000, 0.080000, 0.000000, 1.000000
46254, 109, 20.250001, 1.000000, 0.080000, 0.000000, 1.000000
46256, 109, 20.750000, 1.000000, 0.080000, 0.000000, 1.000000
46258, 109, 20.500000, 1.000000, 0.080000, 0.000000, 1.000000
46260, 109, 20.500000, 1.000000, 0.080000, 0.000000, 1.000000
46262, 109, 20.250001, 1.000000, 0.080000, 0.000000, 1.000000
46264, 109, 20.250001, 1.000000, 0.080000, 0.000000, 1.000000
46266, 109, 20.750000, 1.000000, 0.080000, 0.000000, 1.000000
46268, 109, 20.750000, 1.000000, 0.080000, 0.000000, 1.000000
46270, 109, 20.500000, 1.000000, 0.080000, 0.000000, 1.000000
46272, 109, 20.500000, 1.000000, 0.080000, 0.000000, 1.000000
46274, 109, 20.500000, 1.000000, 0.080000, 0.000000, 1.000000
46276, 109, 20.500000, 1.000000, 0.080000, 0.000000, 1.000000
46278, 109, 20.000000, 1.000000, 0.080000, 0.000000, 1.000000
46280, 109, 20.500000, 1.000000, 0.080000, 0.000000, 1.000000
46282, 109, 20.500000, 1.000000, 0.080000, 0.000000, 1.000000
46284, 109, 20.750000, 1.000000, 0.080000, 0.000000, 1.000000
46286, 109, 20.250001, 1.000000, 0.080000, 0.000000, 1.000000
46288, 109, 21.000001, 1.000000, 0.080000, 0.000000, 1.000000
46290, 109, 20.250001, 1.000000, 0.080000, 0.000000, 1.000000
46292, 109, 20.500000, 1.000000, 0.080000, 0.000000, 1.000000
46294, 109, 21.500001, 1.000000, 0.080000, 0.000000, 1.000000
46296, 109, 21.250000, 1.000000, 0.080000, 0.000000, 1.000000
46298, 109, 21.500001, 1.000000, 0.080000, 0.000000, 1.000000
46300, 109, 21.750000, 1.000000, 0.080000, 0.000000, 1.000000
46302, 109, 21.750000, 1.000000, 0.080000, 0.000000, 1.000000
46304, 109, 22.750001, 1.000000, 0.080000, 0.000000, 1.000000
46306, 109, 22.500000, 1.000000, 0.080000, 0.000000, 1.000000
46308, 109, 23.750000, 1.000000, 0.080000, 0.000000, 1.000000
46310, 109, 24.250000, 1.000000, 0.080000, 0.000000, 1.000000
46312, 109, 24.500000, 1.000000, 0.080000, 0.000000, 1.000000
46314, 109, 24.750001, 1.000000, 0.080000, 0.000000, 1.000000
46316, 109, 25.750000, 1.000000, 0.080000, 0.000000, 1.000000
46318, 109, 26.750000, 1.000000, 0.080000, 0.000000, 1.000000
46320, 109, 27.750001, 1.000000, 0.080000, 0.000000, 1.000000
46322, 109, 28.000000, 1.000000, 0.080000, 0.000000, 1.000000
46324, 109, 28.500002, 1.000000, 0.080000, 0.000000, 1.000000
46326, 109, 29.750002, 1.000000, 0.080000, 0.000000, 1.000000
46328, 109, 30.000000, 1.000000, 0.080000, 0.000000, 1.000000
46330, 109, 31.250000, 1.000000, 0.080000, 0.000000, 1.000000
46332, 109, 32.500000, 1.000000, 0.080000, 0.000000, 1.000000
46334, 109, 33.250000, 1.000000, 0.080000, 0.000000, 1.000000
46336, 109, 34.250000, 1.000000, 0.080000, 0.000000, 1.000000
46338, 109, 35.250001, 1.000000, 0.080000, 0.000000, 1.000000
46340, 109, 35.750000, 1.000000, 0.080000, 0.000000, 1.000000
46342, 109, 37.250001, 1.000000, 0.080000, 0.000000, 1.000000
46344, 109, 38.250000, 1.000000, 0.080000, 0.000000, 1.000000
46346, 109, 38.500002, 1.000000, 0.080000, 0.000000, 1.000000
46348, 109, 39.750002, 1.000000, 0.080000, 0.000000, 1.000000
46350, 109, 40.999999, 1.000000, 0.080000, 0.000000, 1.000000
46352, 109, 41.250000, 1.000000, 0.080000, 0.000000, 1.000000
46354, 109, 42.500000, 1.000000, 0.080000, 0.000000, 1.000000
46356, 109, 43.499999, 1.000000, 0.080000, 0.000000, 1.000000
46358, 109, 44.250002, 1.000000, 0.080000, 0.000000, 1.000000
46360, 109, 45.000000, 1.000000, 0.080000, 0.000000, 1.000000
46362, 109, 46.500001, 1.000000, 0.080000, 0.000000, 1.000000
46364, 109, 47.000003, 1.000000, 0.080000, 0.000000, 1.000000
46366, 109, 47.500000, 1.000000, 0.080000, 0.000000, 1.000000
46368, 109, 49.000001, 1.000000, 0.080000, 0.000000, 1.000000
46370, 109, 50.000000, 1.000000, 0.080000, 0.000000, 1.000000
46372, 109, 50.750003, 1.000000, 0.080000, 0.000000, 1.000000
46374, 109, 51.250000, 1.000000, 0.080000, 0.000000, 1.000000
46376, 109, 52.249999, 1.000000, 0.080000, 0.000000, 1.000000
46378, 109, 53.499999, 1.000000, 0.080000, 0.000000, 1.000000
46380, 109, 54.000001, 1.000000, 0.080000, 0.000000, 1.000000
46382, 109, 55.000000, 1.000000, 0.080000, 0.000000, 1.000000
46384, 109, 55.750003, 1.000000, 0.080000, 0.000000, 1.000000
46386, 109, 56.750002, 1.000000, 0.080000, 0.000000, 1.000000
46388, 109, 57.750001, 1.000000, 0.080000, 0.000000, 1.000000
46390, 109, 58.499999, 1.000000, 0.080000, 0.000000, 1.000000
46392, 109, 58.750000, 1.000000, 0.080000, 0.000000, 1.000000
46394, 109, 60.000000, 1.000000, 0.080000, 0.000000, 1.000000
46396, 109, 61.250000, 1.000000, 0.080000, 0.000000, 1.000000
46398, 109, 62.000003, 1.000000, 0.080000, 0.000000, 1.000000
46400, 109, 62.750001, 1.000000, 0.080000, 0.000000, 1.000000
46402, 109, 63.499999, 1.000000, 0.080000, 0.000000, 1.000000
46404, 109, 64.250002, 1.000000, 0.080000, 0.000000, 1.000000
46406, 109, 65.500002, 1.000000, 0.080000, 0.000000, 1.000000
46408, 109, 65.500002, 1.000000, 0.080000, 0.000000, 1.000000
46410, 109, 66.750002, 1.000000, 0.080000, 0.000000, 1.000000
46412, 109, 67.750001, 1.000000, 0.080000, 0.000000, 1.000000
46414, 109, 68.499999, 1.000000, 0.080000, 0.000000, 1.000000
46416, 109, 69.500003, 1.000000, 0.080000, 0.000000, 1.000000
46418, 109, 70.250001, 1.000000, 0.080000, 0.000000, 1.000000
46420, 109, 70.500002, 1.000000, 0.080000, 0.000000, 1.000000
46422, 109, 71.750002, 1.000000, 0.080000, 0.000000, 1.000000
46424, 109, 72.750001, 1.000000, 0.080000, 0.000000, 1.000000
46426, 109, 73.499999, 1.000000, 0.080000, 0.000000, 1.000000
46428, 109, 73.750000, 1.000000, 0.080000, 0.000000, 1.000000
46430, 109, 75.000000, 1.000000, 0.080000, 0.000000, 1.000000
46432, 109, 75.250001, 1.000000, 0.080000, 0.000000, 1.000000
46434, 109, 77.000003, 1.000000, 0.080000, 0.000000, 1.000000
46436, 109, 77.500000, 1.000000, 0.080000, 0.000000, 1.000000
46438, 109, 78.000002, 1.000000, 0.080000, 0.000000, 1.000000
46440, 109, 78.750000, 1.000000, 0.080000, 0.000000, 1.000000
46442, 109, 79.250002, 1.000000, 0.080000, 0.000000, 1.000000
46444, 109, 80.000000, 1.000000, 0.080000, 0.000000, 1.000000
46446, 109, 81.500006, 1.000000, 0.080000, 0.000000, 1.000000
46448, 109, 82.250004, 1.000000, 0.080000, 0.000000, 1.000000
46450, 109, 82.500000, 1.000000, 0.080000, 0.000000, 1.000000
46452, 109, 83.750000, 1.000000, 0.080000, 0.000000, 1.000000
46454, 109, 84.499998, 1.000000, 0.080000, 0.000000, 1.000000
46456, 109, 85.250006, 1.000000, 0.080000, 0.000000, 1.000000
46458, 109, 86.250000, 1.000000, 0.080000, 0.000000, 1.000000
